SKU,Description,CriticalCode,CriticalCodeDescription,CommodityCode,CommodityCodeDescription,InventoryClassCode,InventoryClassCodeDescription,StockDiscount,DNPTimiAgoras,TimiLianikis,PosotitaPoliseon
L61774            ,Grommet                    ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,15.96,38.7828,2
L61835            ,Water Trap                 ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,8.18,19.8774,0
L61979            ,Exhaust Pipe               ,50,Slow-Moving CC 20,420,Exhaust & mufflers (Ag),D,7%(Class A+B+C+D=97% of parts),Y,67.37,163.7091,0
L62130            ,Pedal                      ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,130.37,316.7991,0
L62158            ,Extension                  ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,11.34,27.5562,0
L62201            ,Flange                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,93.48,227.1564,0
L62323            ,Pad                        ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,10.71,26.0253,0
L62324            ,Pad                        ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,5.36,13.0248,0
L62331            ,Bushing                    ,50,Slow-Moving CC 20,442,"Axle parts, tractor",D,7%(Class A+B+C+D=97% of parts),Y,19.16,46.5588,0
L62362            ,Boot                       ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,15,36.45,0
L62417            ,Extension                  ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,103.49,251.4807,2
L62480            ,Weatherstrip               ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,10.19,24.7617,1
L62500            ,Bowl                       ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,20.68,50.2524,0
L62507            ,Adapter Fitting            ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,7.76,18.8568,0
L62596            ,Strap                      ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,3.64,8.8452,0
L62620            ,Spring                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,1.93,4.6899,0
L62641            ,Bushing                    ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,1.89,4.5927,0
L62955            ,Guide                      ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,9.51,23.1093,0
L63119            ,Fender                     ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,25.28,61.4304,0
L63145            ,Guide                      ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,6,14.58,1
L63149            ,Panel                      ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,14.85,36.0855,0
L63223            ,Weatherstrip               ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,8.18,19.8774,1
L63224            ,Weatherstrip               ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,9.34,22.6962,0
L63225            ,Adapter Fitting            ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,4.51,10.9593,4
L63228            ,KOLARO,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,6.51,15.8193,1
L63247            ,Box                        ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,45.4,110.322,2
L63340            ,Bracket                    ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,27.04,65.7072,0
L63348            ,Compression Spring         ,50,Slow-Moving CC 20,496,"Hitch, tractor",B,20%(Class A +B=70 % of parts),Y,3.17,7.7031,2
L63525            ,Grille                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,32.67,79.3881,0
L63526            ,Grille                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,33.61,81.6723,0
L63527            ,Grille                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,42.06,102.2058,1
L63528            ,Grille                     ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,42.06,102.2058,0
L63537            ,Hollow Screw               ,50,Slow-Moving CC 20,572,"Fittings, pipe",C,20%(Class A+B+C=90% of parts),Y,6.67,16.2081,0
L63538            ,Union Fitting              ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,14.43,35.0649,0
L63592            ,____ _______�_,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,21.7,52.731,1
L63670            ,Hook                       ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,41.3,100.359,0
L63711            ,Rod                        ,50,Slow-Moving CC 20,496,"Hitch, tractor",D,7%(Class A+B+C+D=97% of parts),Y,18.72,45.4896,0
L63751            ,Grille                     ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,42.06,102.2058,1
L63752            ,Grille                     ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,38.31,93.0933,1
L63757            ,Bushing                    ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,25.12,61.0416,0
L63802            ,Adapter Fitting            ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,30.78,74.7954,0
L63826            ,Latch                      ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,12.77,31.0311,1
L63829            ,Accelerator                ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,52.08,126.5544,0
L63854            ,Panel                      ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,40.58,98.6094,0
L63868            ,Arm                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,8.67,21.0681,1
L63950            ,_______ ___________,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,18.45,44.8335,0
L64064            ,Grommet                    ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,5.65,13.7295,0
L64144            ,Socket                     ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,3.65,8.8695,0
L64251            ,Clamp                      ,50,Slow-Moving CC 20,447,"Other, tractor",B,20%(Class A +B=70 % of parts),Y,6.38,15.5034,0
L64257            ,Lock Plate                 ,50,Slow-Moving CC 20,442,"Axle parts, tractor",D,7%(Class A+B+C+D=97% of parts),Y,4.04,9.8172,0
L64272            ,Hose Fitting               ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,3.57,8.6751,1
L64285            ,Cap                        ,50,Slow-Moving CC 20,442,"Axle parts, tractor",D,7%(Class A+B+C+D=97% of parts),Y,4.48,10.8864,0
L64328            ,Yoke                       ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,10.19,24.7617,0
L64361            ,Piston                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,40.98,99.5814,0
L64470            ,Piston                     ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,38.31,93.0933,0
L64506            ,Knob                       ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,11.26,27.3618,0
L64649            ,Trunnion                   ,50,Slow-Moving CC 20,442,"Axle parts, tractor",D,7%(Class A+B+C+D=97% of parts),Y,47.38,115.1334,0
L64799            ,Pad                        ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,29.88,72.6084,0
L64800            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,31.54,76.6422,0
L64802            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,27.54,66.9222,0
L64803            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,26.88,65.3184,0
L64804            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,27.54,66.9222,0
L64805            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,33.38,81.1134,0
L64806            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,18.87,45.8541,0
L64807            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,19.19,46.6317,0
L64808            ,Pad                        ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,28.88,70.1784,0
L64809            ,Pad                        ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,37.4,90.882,0
L64810            ,Pad                        ,50,Slow-Moving CC 20,443,"Cab, tractor",D,7%(Class A+B+C+D=97% of parts),Y,21.35,51.8805,0
L64814            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,54.76,133.0668,0
L64819            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,35.38,85.9734,0
L64820            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,48.74,118.4382,0
L64836            ,Pad                        ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,25.71,62.4753,0
L64853            ,Compression Spring         ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,5.81,14.1183,1
L64854            ,Compression Spring         ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,5.45,13.2435,1
L64922            ,Seat Back                  ,50,Slow-Moving CC 20,309,"Seats, tractor",E,3%(Class A+B+C+D+E=100%ofparts,Y,85.13,206.8659,0
L64923            ,Cushion                    ,50,Slow-Moving CC 20,309,"Seats, tractor",D,7%(Class A+B+C+D=97% of parts),Y,109.45,265.9635,0
L64990            ,Cover                      ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,4.25,10.3275,1
L65025            ,Holder                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,9.69,23.5467,1
L65026            ,Holder                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,10,24.3,1
L65070            ,Label                      ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,3.31,8.0433,1
L65071            ,Label                      ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,3.31,8.0433,1
L65462            ,Label                      ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,48.63,118.1709,0
L65517            ,Sleeve                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,10.9,26.487,0
L65518            ,Sleeve                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,7.5,18.225,0
L65519            ,Bushing                    ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,15.77,38.3211,0
L75864            ,Support                    ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,135.03,328.1229,0
L76254            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,5.09,12.3687,1
L76267            ,Air Duct                   ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,80.12,194.6916,0
L76287            ,_____ PTO,50,Slow-Moving CC 20,920,Bearings,C,20%(Class A+B+C=90% of parts),Y,131.45,319.4235,0
L76296            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,5.02,12.1986,0
L76297            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,5.19,12.6117,0
L76298            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,5.19,12.6117,0
L76299            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,5.39,13.0977,0
L76645            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,3.34,8.1162,1
L76646            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,3.45,8.3835,1
L76647            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,3.54,8.6022,1
L76648            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,3.64,8.8452,1
L76699            ,Bushing                    ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,24.08,58.5144,0
L76767            ,Insulator                  ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,4.35,10.5705,0
L76797            ,Acoustical Upholstery      ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,57.82,140.5026,1
L76799            ,Acoustical Upholstery      ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,20.01,48.6243,1
L76800            ,Acoustical Upholstery      ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,22.28,54.1404,1
L77034            ,Shift Collar               ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,131.45,319.4235,1
L77082            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,1.16,2.8188,1
L77145            ,Housing                    ,50,Slow-Moving CC 20,447,"Other, tractor",C,20%(Class A+B+C=90% of parts),Y,297.71,723.4353,1
L77220            ,Sleeve                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,14.08,34.2144,1
L77347            ,______ _____ ________,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,35.38,85.9734,4
L77476            ,____ _______ ____,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,38.3,93.069,1
L77510            ,Fender                     ,50,Slow-Moving CC 20,494,"Fenders, tractor",B,20%(Class A +B=70 % of parts),Y,198.88,483.2784,0
L77573            ,Stud                       ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,8.97,21.7971,0
L77623            ,Adapter Fitting            ,50,Slow-Moving CC 20,501,"Filter, oil, engine",D,7%(Class A+B+C+D=97% of parts),Y,17.09,41.5287,0
L77718            ,_______,50,Slow-Moving CC 20,496,"Hitch, tractor",C,20%(Class A+B+C=90% of parts),Y,191.35,464.9805,1
L77719            ,Lift Arm                   ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,188.73,458.6139,1
L77779            ,_________ ______ ______,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,4.06,9.8658,2
L77798            ,Angle                      ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,4.66,11.3238,1
L77901            ,old parts,50,Slow-Moving CC 20,133,Other (TURF),E,3%(Class A+B+C+D+E=100%ofparts,Y,6.74,16.3782,0
L77912            ,Sealing Trim               ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,3.08,7.4844,0
L77942            ,_____,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,4.31,10.4733,0
L78062            ,Barrel                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,11.46,27.8478,0
L78064            ,Lever                      ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,1.16,2.8188,0
L78070            ,Ring                       ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,4.69,11.3967,0
L78071            ,Ring                       ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,5.02,12.1986,0
L78072            ,Ring                       ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,4.82,11.7126,0
L78073            ,Ring                       ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,4.82,11.7126,0
L78173            ,Rod                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,45.58,110.7594,0
L78174            ,Structural Tubing          ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,13.02,31.6386,0
L78337            ,Case                       ,50,Slow-Moving CC 20,523,"Hydraulics, tractor",C,20%(Class A+B+C=90% of parts),Y,9.51,23.1093,1
L78572            ,Yoke Link End              ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,90.01,218.7243,0
L78573            ,Yoke Link End              ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,105.47,256.2921,0
L78575            ,Yoke Link End              ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,95.82,232.8426,1
L78785            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,3.85,9.3555,0
L78802            ,Bracket                    ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,176.09,427.8987,0
L78804            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,4.44,10.7892,0
L78828            ,Bearing Housing W/O Bearing,50,Slow-Moving CC 20,920,Bearings,C,20%(Class A+B+C=90% of parts),Y,52.57,127.7451,1
L78846            ,_____________ ________ __.,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,11.51,27.9693,2
L78847            ,_____________ ________ _.,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,11.51,27.9693,4
L79044            ,___�__ _______ ________,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,163.59,397.5237,1
L79059            ,Retainer                   ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,12.18,29.5974,0
L79070            ,Bushing                    ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,7.75,18.8325,0
L79109            ,Guard                      ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,5.32,12.9276,1
L79320            ,Shield                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,2,4.86,0
L79330            ,Pad                        ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,2.5,6.075,0
L79402            ,Pawl                       ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,7.02,17.0586,0
L79409            ,Yoke                       ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,15.86,38.5398,1
L79457            ,Bracket                    ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,5.72,13.8996,0
L79778            ,Holder                     ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,4.17,10.1331,0
L79794            ,Weatherstrip               ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,21.01,51.0543,0
L79849            ,Spring                     ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,10.15,24.6645,1
L79870            ,Instrument Panel           ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,23.71,57.6153,4
L79909            ,Pad                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,3.66,8.8938,0
L79950            ,Torsion Spring             ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,3.95,9.5985,0
L80063            ,Isolator                   ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,3.83,9.3069,0
L80067            ,Adapter Fitting            ,50,Slow-Moving CC 20,   , ,B,20%(Class A +B=70 % of parts),Y,6,14.58,1
L80095            ,Housing                    ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,296.56,720.6408,2
L80102            ,Housing                    ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,318.24,773.3232,1
L80204            ,Lever                      ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,24.81,60.2883,3
L80327            ,Disk Spring                ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,13.22,32.1246,0
L80400            ,Bearing Housing W/O Bearing,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,41.3,100.359,0
L80419            ,Guard                      ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,5.83,14.1669,0
LCA69383          ,Bushing                    ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,7.26,17.6418,1
LCA73280          ,Shield                     ,50,Slow-Moving CC 20,359,"Header, rotary harvesting unit",D,7%(Class A+B+C+D=97% of parts),Y,16.99,41.2857,0
LCA87122          ,Bail                       ,50,Slow-Moving CC 20,359,"Header, rotary harvesting unit",E,3%(Class A+B+C+D+E=100%ofparts,Y,143.45,348.5835,0
LCA89938          ,Torsion Spring             ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,2.88,6.9984,0
LCA89939          ,Torsion Spring             ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,2.88,6.9984,0
LCD2817513        ,Spring                     ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,3.07,7.4601,2
LCD2817533        ,Extension Spring           ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,2.81,6.8283,2
LCD2817824        ,Quadrant                   ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,85.9,208.737,1
LCD2817891        ,Ratchet Wheel              ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,44.36,107.7948,2
LCD2823611        ,Extension Spring           ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,2.18,5.2974,2
LCD2824711        ,Rod                        ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,7.7,18.711,3
LCD9383430        ,_____,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,133.54,324.5022,1
LCD9395900        ,Label                      ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,16.02,38.9286,0
LCD9545033        ,Arm                        ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,120.9,293.787,5
LCD9545150        ,Holder                     ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,26.57,64.5651,4
LCD9545160        ,Rocker Arm                 ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,4,9.72,1
LCD9545170        ,Compression Spring         ,50,Slow-Moving CC 20,   , ,E,3%(Class A+B+C+D+E=100%ofparts,Y,3.8,9.234,4
LCD9545202        ,__________,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,136.14,330.8202,2
LCD9545240        ,Disk                       ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,225.16,547.1388,1
LCD9545320        ,Bushing                    ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,18.72,45.4896,6
LCD9545340        ,Bushing                    ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,9.31,22.6233,12
LG100019          ,Windshield Wiper           ,50,Slow-Moving CC 20,TP1,"Attachment, Mannheim",D,7%(Class A+B+C+D=97% of parts),Y,127.27,309.2661,0
LG100028          ,Housing                    ,50,Slow-Moving CC 20,TP1,"Attachment, Mannheim",D,7%(Class A+B+C+D=97% of parts),Y,1011.73,2458.5039,0
LG100539          ,Field Installation Kit     ,50,Slow-Moving CC 20,TP1,"Attachment, Mannheim",C,20%(Class A+B+C=90% of parts),Y,134.82,327.6126,1
LG100540          ,Field Installation Kit     ,50,Slow-Moving CC 20,TP1,"Attachment, Mannheim",D,7%(Class A+B+C+D=97% of parts),Y,134.89,327.7827,1
LG100633          ,Container                  ,50,Slow-Moving CC 20,TP1,"Attachment, Mannheim",B,20%(Class A +B=70 % of parts),Y,109.11,265.1373,1
LG100671          ,Hydr.Quick Coupler Socket  ,50,Slow-Moving CC 20,TP1,"Attachment, Mannheim",D,7%(Class A+B+C+D=97% of parts),Y,90.95,221.0085,0
LG100680          ,Mounting Parts             ,50,Slow-Moving CC 20,TP1,"Attachment, Mannheim",D,7%(Class A+B+C+D=97% of parts),Y,128.18,311.4774,0
LG102452          ,Seat                       ,50,Slow-Moving CC 20,TP1,"Attachment, Mannheim",A,Reserved for weekly deliv(50%),Y,181.46,440.9478,0
LG494504S         ,NTIZA,50,Slow-Moving CC 20,110,"Engine, small, Briggs & Stratt",D,7%(Class A+B+C+D=97% of parts),Y,30.2,73.386,0
LG498319          ,______,50,Slow-Moving CC 20,110,"Engine, small, Briggs & Stratt",E,3%(Class A+B+C+D+E=100%ofparts,Y,3.22,7.8246,0
LG499284          ,___ _______ ___/___,50,Slow-Moving CC 20,110,"Engine, small, Briggs & Stratt",E,3%(Class A+B+C+D+E=100%ofparts,Y,31.88,77.4684,0
LVA802803         ,Housing                    ,50,Slow-Moving CC 20,111,"Engine, small, Yanmar",C,20%(Class A+B+C=90% of parts),Y,890.55,2164.0365,1
LVU10181          ,Window                     ,50,Slow-Moving CC 20,133,Other (TURF),B,20%(Class A +B=70 % of parts),Y,80.28,195.0804,0
LVU10209          ,Hinge                      ,50,Slow-Moving CC 20,125,Electrical (TURF),E,3%(Class A+B+C+D+E=100%ofparts,Y,9.93,24.1299,0
LVU17518          ,Yoke                       ,50,Slow-Moving CC 20,133,Other (TURF),C,20%(Class A+B+C=90% of parts),Y,18.68,45.3924,1
M141564           ,Rod                        ,50,Slow-Moving CC 20,133,Other (TURF),C,20%(Class A+B+C=90% of parts),Y,5.18,12.5874,1
M141584           ,Bracket                    ,50,Slow-Moving CC 20,133,Other (TURF),C,20%(Class A+B+C=90% of parts),Y,35.08,85.2444,1
M142312           ,_____,50,Slow-Moving CC 20,133,Other (TURF),C,20%(Class A+B+C=90% of parts),Y,2.69,6.5367,1
M3827T            ,Snap Ring                  ,50,Slow-Moving CC 20,   , ,C,20%(Class A+B+C=90% of parts),Y,2.91,7.0713,0
M76503            ,Spring                     ,50,Slow-Moving CC 20,122,Springs (TURF),E,3%(Class A+B+C+D+E=100%ofparts,Y,3.91,9.5013,1
M807637           ,Case                       ,50,Slow-Moving CC 20,   , ,D,7%(Class A+B+C+D=97% of parts),Y,47.12,114.5016,1
M807670           ,Cover                      ,50,Slow-Moving CC 20,111,"Engine, small, Yanmar",E,3%(Class A+B+C+D+E=100%ofparts,Y,84.45,205.2135,1
